ID	Begin	End	Chrom
TK1_E47_F	78186978	78187030	17
TK1_P62_R	78187086	78187137	17
TMEFF1_E180_R	100473591	100473645	9
TMEFF1_P234_F	100473177	100473223	9
TMEFF1_P626_R	100472788	100472836	9
TMEFF2_E94_R	192194801	192194844	2
TMEFF2_P152_R	192195045	192195092	2
TMEFF2_P210_R	192195106	192195148	2
TMEM63A_E63_F	225882264	225882310	1
TMPRSS4_E83_F	118077109	118077155	11
TMPRSS4_P552_F	118076475	118076522	11
TNC_P198_F	115118332	115118383	9
TNC_P57_F	115118193	115118239	9
TNF_P1084_F	31574464	31574513	6
TNF_P158_F	31575392	31575442	6
TNFRSF10A_P171_F	23225275	23225325	8
TNFRSF10A_P91_F	23225196	23225243	8
TNFRSF10B_E198_R	23068957	23069002	8
TNFRSF10B_P108_R	23069261	23069306	8
TNFRSF10C_E109_F	23103007	23103051	8
TNFRSF10C_P612_R	23102287	23102338	8
TNFRSF10C_P7_F	23102887	23102937	8
TNFRSF10D_E27_F	23163976	23164031	8
TNFRSF10D_P70_F	23164074	23164124	8
TNFRSF1A_P678_F	6342750	6342799	12
TNFRSF1B_E5_F	12166983	12167030	1
TNFRSF1B_P167_F	12166813	12166859	1
TNFSF10_E53_F	172523401	172523453	3
TNFSF10_P2_R	172523453	172523502	3
TNFSF8_E258_R	114930208	114930257	9
TNFSF8_P184_F	114930651	114930701	9
TNK1_P221_F	7380847	7380890	17
TNK1_P41_R	7381029	7381075	17
TP73_E155_F	3652696	3652741	1
TP73_P496_F	3652043	3652089	1
TP73_P945_F	3651596	3651643	1
TPEF_seq_44_S36_F	192194457	192194507	2
TPEF_seq_44_S88_R	192194397	192194448	2
TRAF4_P372_F	28743633	28743679	17
TRIM29_E189_F	120137945	120137993	11
TRIM29_P135_F	120138266	120138316	11
TRIM29_P261_F	120138393	120138444	11
TRIP6_E33_F	100867435	100867478	7
TRIP6_P1090_F	100866310	100866354	7
TRIP6_P1274_R	100866122	100866175	7
TRPM5_E87_F	2422938	2422981	11
TRPM5_P721_F	2423745	2423791	11
TRPM5_P979_F	2424002	2424051	11
TSC2_E140_F	2048708	2048761	16
TSG101_P139_R	18527055	18527103	11
TSG101_P257_R	18527174	18527223	11
TSP50_E21_R	46717829	46717876	3
TSP50_P137_F	46717986	46718037	3
TUBB3_E91_F	89923399	89923451	16
TUBB3_P364_F	89922951	89922995	16
TUBB3_P721_R	89922590	89922644	16
TUSC3_E29_R	15540230	15540280	8
TUSC3_P85_R	15540116	15540162	8
TWIST1_E117_R	19117529	19117579	7
TWIST1_P355_R	19118002	19118051	7
TWIST1_P44_R	19117691	19117735	7
TYK2_P494_F	10381009	10381055	19
TYRO3_P366_F	41558644	41558688	15
TYRO3_P501_F	41558509	41558556	15
UBA52_P293_R	18571542	18571591	19
UGT1A1_E11_F	233760259	233760306	2
UGT1A1_P315_R	233759931	233759989	2
UGT1A1_P564_R	233759684	233759740	2
UGT1A7_P751_R	233681164	233681218	2
UNG_P170_F	109097414	109097462	12
USP29_E274_F	57120394	57120437	19
USP29_P205_R	57119915	57119962	19
USP29_P282_R	57119836	57119883	19
VAMP8_E7_F	85577579	85577628	2
VAMP8_P114_F	85577455	85577502	2
VAMP8_P241_F	85577326	85577372	2
VAV1_E9_F	6772691	6772745	19
VAV1_P317_F	6772366	6772415	19
VAV2_E58_F	133992205	133992252	9
VAV2_P1182_F	133993444	133993489	9
VBP1_E127_F	155216375	155216425	X
VBP1_P12_R	155216239	155216287	X
VBP1_P194_F	155216054	155216103	X
VEGFB_P658_F	64234107	64234162	11
VIM_P343_R	17228935	17228978	10
VIM_P811_R	17228466	17228513	10
WEE1_P924_R	9571849	9571898	11
WNT1_E157_F	48978581	48978638	12
WNT1_P79_R	48978354	48978401	12
WNT10B_P823_R	48972557	48972608	12
WNT10B_P993_F	48972734	48972778	12
WNT2_E109_R	117323153	117323204	7
WNT2_P217_F	117323483	117323531	7
WNT2B_P1185_R	112466210	112466261	1
WNT2B_P1195_F	112466197	112466247	1
WNT5A_E43_F	55487238	55487285	3
WNT5A_P655_F	55487936	55487984	3
WNT8B_E487_F	100463501	100463556	10
WNT8B_P216_R	100462803	100462855	10
WRN_E57_F	31033294	31033339	8
WRN_P969_F	31032267	31032314	8
WT1_E32_F	32435488	32435536	11
WT1_P853_F	32436371	32436420	11
Xist_seq_80_S47_R	73852759	73852807	X
Xist_seq_80_S95_R	73852706	73852756	X
XPC_P226_R	14178841	14178893	3
XRCC1_P681_R	43576215	43576268	19
XRCC2_P1077_F	152677215	152677270	7
YES1_P216_F	812523	812566	18
YES1_P600_F	812907	812953	18
ZAP70_P220_R	97713323	97713378	2
ZIM2_E110_F	56840575	56840621	19
ZIM2_P22_F	56840707	56840756	19
ZIM3_E203_F	57144977	57145027	19
ZIM3_P451_R	57145625	57145680	19
ZIM3_P718_R	57145892	57145946	19
ZMYND10_E77_R	50345624	50345671	3
ZMYND10_P329_F	50346027	50346081	3
ZNF215_P129_R	6926271	6926325	11
ZNF215_P71_R	6926329	6926376	11
ZNF264_E48_R	57191526	57191575	19
ZNF264_P397_F	57191083	57191129	19
ZNFN1A1_E102_F	50376609	50376655	7
ZNFN1A1_P179_F	50376325	50376381	7
ZP3_E90_F	76397611	76397665	7
ZP3_P220_F	76397302	76397356	7
